user,credits,is_active,is_verified,is_locked,wage
STUD93002,111,1,1,0,Peníze
STUD55991,0,1,0,0,NA
STUD45977,81,1,1,0,Peníze
STUD30188,41,1,1,0,Peníze
STUD9821,31,1,1,0,Peníze
STUD19122,26,1,1,0,Peníze
STUD61819,0,1,0,0,NA
STUD50365,45,1,1,0,Peníze
STUD37975,131,1,1,0,Peníze
STUD12804,101,1,1,0,Peníze
STUD48782,0,1,1,0,NA
STUD98165,25,1,1,0,Peníze
STUD89742,111,1,1,0,Peníze
STUD58292,20,1,0,0,NA
STUD77244,111,1,1,0,Peníze
STUD88086,31,1,1,0,Peníze
STUD88797,131,1,1,0,Peníze
STUD32779,101,1,1,0,Peníze
STUD10400,0,1,0,0,NA
STUD43571,121,1,1,0,Peníze
STUD44246,26,1,1,0,Útulek pro psy
STUD18667,111,1,1,0,Peníze
STUD16700,111,1,1,0,Peníze
STUD22712,71,1,1,0,Peníze
STUD36265,51,1,1,0,Peníze
STUD19737,35,1,1,0,Peníze
STUD51658,81,1,1,0,Peníze
STUD55630,71,1,1,0,Peníze
STUD51063,101,1,1,0,Peníze
STUD479,0,1,0,0,NA
STUD27767,0,1,0,0,NA
STUD15885,131,1,1,0,Peníze
STUD5661,10,1,1,0,Peníze
STUD43696,51,1,1,0,Peníze
STUD72002,0,1,0,0,NA
STUD11823,1,1,1,0,NA
STUD18598,101,1,1,0,Peníze
STUD75796,111,1,1,0,Peníze
STUD17,131,1,1,0,Peníze
STUD88092,0,1,0,0,NA
STUD96914,31,1,1,0,Peníze
STUD67871,26,1,1,0,Peníze
STUD40750,0,1,0,0,NA
STUD57444,0,1,0,0,NA
STUD15236,31,1,1,0,Peníze
STUD40718,20,1,0,0,NA
STUD53195,20,1,0,0,NA
STUD80583,26,1,1,0,Peníze
STUD23625,30,1,1,0,Peníze
STUD45919,116,1,1,0,Peníze
STUD45785,111,1,1,0,Peníze
STUD46778,0,1,1,0,NA
STUD62716,0,1,0,0,NA
STUD833,30,1,1,0,Peníze
STUD49441,0,1,1,0,NA
STUD88764,91,1,1,0,Peníze
STUD57112,26,1,1,0,Peníze
STUD48654,25,1,1,0,Peníze
STUD70184,171,1,1,0,Peníze
STUD6520,131,1,1,0,Peníze
STUD57658,11,1,1,0,Peníze
STUD24851,26,1,1,0,Peníze
STUD2284,0,1,1,0,NA
STUD11483,61,1,1,0,Peníze
STUD45454,0,1,0,0,NA
STUD21423,11,1,1,0,Peníze
STUD6745,0,1,0,0,NA
STUD93719,141,1,1,0,Peníze
STUD8802,151,1,1,0,Peníze
STUD26154,111,1,1,0,Peníze
STUD79809,26,1,1,0,Peníze
STUD73197,46,1,1,0,Peníze
STUD81583,31,1,1,0,Peníze
STUD6599,0,1,1,0,NA
STUD6303,0,1,0,0,NA
STUD56503,31,1,1,0,Peníze
STUD11298,0,1,1,0,NA
STUD25213,10,1,1,0,Peníze
STUD69997,101,1,1,0,Peníze
STUD92398,101,1,1,0,Peníze
STUD88244,121,1,1,0,Peníze
STUD88769,71,1,1,0,Peníze
STUD69877,0,1,0,0,NA
STUD4260,121,1,1,0,Peníze
STUD64698,20,1,1,0,NA
STUD41860,121,1,1,0,Peníze
STUD43249,121,1,1,0,Peníze
STUD97344,31,1,1,0,Peníze
STUD98996,111,1,1,0,Peníze
STUD25204,31,1,1,0,Peníze
STUD20646,81,1,1,0,Peníze
STUD19900,0,1,0,0,NA
STUD8811,0,1,0,0,NA
STUD9646,121,1,1,0,Peníze
STUD10223,121,1,1,0,Peníze
STUD71461,0,1,0,0,NA
STUD70675,10,1,0,0,NA
STUD65073,10,1,0,0,NA
STUD66896,10,1,0,0,NA
STUD40086,0,1,0,0,NA
STUD12726,0,1,1,0,NA
STUD39012,121,1,1,0,Peníze
STUD15150,56,1,1,0,Peníze
STUD65837,121,1,1,0,Peníze
STUD7725,121,1,1,0,Peníze
STUD10816,0,1,0,0,NA
STUD75967,26,1,1,0,Peníze
STUD10340,121,1,1,0,Peníze
STUD17400,121,1,1,0,Peníze
STUD68556,81,1,1,0,Peníze
STUD29866,141,1,1,0,Peníze
STUD35256,0,1,1,0,NA
STUD29684,121,1,1,0,Peníze
STUD11967,81,1,1,0,Peníze
STUD57644,141,1,1,0,Peníze
STUD41371,81,1,1,0,Peníze
STUD5932,26,1,1,0,Peníze
STUD83246,101,1,1,0,Peníze
STUD86646,30,1,1,0,Peníze
STUD5762,121,1,1,0,Peníze
STUD38082,131,1,1,0,Peníze
STUD73765,0,1,1,0,NA
STUD59596,0,1,1,0,NA
STUD26666,31,1,1,0,Peníze
STUD3878,91,1,1,0,Peníze
STUD44766,111,1,1,0,Peníze
STUD64198,121,1,1,0,Peníze
STUD40581,0,1,0,0,NA
STUD37394,0,1,0,0,NA
STUD92224,0,1,0,0,NA
STUD18379,36,1,1,0,Peníze
STUD52021,71,1,1,0,Peníze
STUD62320,0,1,0,0,NA
STUD87647,0,1,0,0,NA
STUD8532,61,1,1,0,Peníze
STUD34603,111,1,1,0,Peníze
STUD21019,121,1,1,0,Peníze
STUD24630,0,1,0,0,NA
STUD82925,0,1,0,0,NA
STUD28649,131,1,1,0,Peníze
STUD94489,0,1,1,0,NA
STUD6113,0,1,0,0,NA
STUD49191,0,1,0,0,NA
STUD5049,46,1,1,0,Peníze
STUD85249,85,1,1,0,Peníze
STUD62017,0,0,1,0,Peníze
STUD81974,121,1,1,0,Peníze
STUD71964,20,1,1,1,Peníze
STUD41351,31,1,1,0,Peníze
STUD7456,91,1,1,0,Peníze
STUD33134,121,1,1,0,Peníze
STUD40717,46,1,1,0,Peníze
STUD75761,121,1,1,0,Peníze
STUD69212,0,1,0,0,NA
STUD50563,51,1,1,0,Peníze
STUD3043,121,1,1,0,Peníze
STUD78544,106,1,1,0,Peníze
STUD38310,31,1,1,0,Peníze
STUD46200,25,1,1,0,Peníze
STUD35733,61,1,1,0,Peníze
STUD24127,86,1,1,0,Peníze
STUD51126,85,1,1,0,Peníze
STUD68965,141,1,1,0,Peníze
STUD55041,11,1,1,0,Peníze
STUD4825,121,1,1,0,Peníze
STUD69012,0,1,0,0,NA
STUD58054,61,1,1,0,Peníze
STUD44354,10,1,1,0,Peníze
STUD12689,131,1,1,0,Peníze
STUD25710,106,1,1,0,Peníze
STUD18727,0,1,0,0,NA
STUD21854,80,1,1,0,Peníze
STUD75639,101,1,1,0,Peníze
STUD99139,20,1,1,0,NA
STUD38024,111,1,1,0,Peníze
STUD24554,10,1,1,0,Peníze
STUD7644,0,1,0,0,NA
STUD43902,121,1,1,0,Peníze
STUD96314,121,1,1,0,Peníze
STUD37621,121,1,1,0,Peníze
STUD90149,31,1,1,0,Peníze
STUD41269,141,1,1,0,Peníze
STUD28463,11,1,1,0,Trendaro
STUD21047,76,1,1,0,Peníze
STUD39150,0,1,0,0,NA
STUD84015,121,1,1,0,Peníze
STUD20217,51,1,1,0,Peníze
STUD43503,121,1,1,0,Peníze
STUD12297,61,1,1,0,Peníze
STUD84273,141,1,1,0,Peníze
STUD23929,46,1,1,0,Peníze
STUD53454,121,1,1,0,Peníze
STUD6130,121,1,1,0,Peníze
STUD31169,0,1,1,1,Peníze
STUD10215,0,1,0,0,NA
STUD91002,0,1,0,0,NA
STUD88601,0,1,0,0,NA
STUD54042,0,1,0,0,NA
STUD44328,0,1,0,0,NA
STUD97664,131,1,1,0,Peníze
STUD84366,26,1,1,0,Peníze
STUD73634,31,1,1,0,Peníze
STUD95750,51,1,1,0,Peníze
STUD73446,0,1,1,1,Peníze
STUD37882,116,1,1,0,Peníze
STUD19032,121,1,1,0,Peníze
STUD59297,20,1,1,0,NA
STUD96047,111,1,1,0,Peníze
STUD48357,111,1,1,0,Peníze
STUD29456,95,1,1,0,Peníze
STUD42527,31,1,1,0,Peníze
STUD53088,0,1,0,0,NA
STUD80748,141,1,1,0,Peníze
STUD93253,0,1,1,0,NA
STUD65312,20,1,1,0,NA
STUD65465,121,1,1,0,Peníze
STUD84919,131,1,1,0,Peníze
STUD49319,20,1,0,0,NA
STUD72107,121,1,1,0,Peníze
STUD56022,0,1,0,0,NA
STUD98252,31,1,1,0,Peníze
STUD44902,26,1,1,0,Peníze
STUD3105,116,1,1,0,Peníze
STUD97386,25,1,1,0,Peníze
STUD96338,0,1,1,0,NA
STUD45639,36,1,1,0,Peníze
STUD95738,0,1,1,0,NA
STUD85830,0,1,0,0,NA
STUD32517,0,1,0,0,NA
STUD89685,25,1,1,0,Peníze
STUD43801,121,1,1,0,Peníze
STUD14106,81,1,1,0,Peníze
STUD73681,61,1,1,0,Peníze
STUD54061,121,1,1,0,Peníze
STUD64845,0,1,0,0,NA
STUD45006,0,1,0,0,NA
STUD63270,121,1,1,0,Peníze
STUD74591,51,1,1,0,Peníze
STUD13750,20,1,0,0,NA
STUD2454,111,1,1,0,Peníze
STUD97802,131,1,1,0,Peníze
STUD19169,171,1,1,0,Peníze
STUD93769,0,1,0,0,NA
STUD83256,76,1,1,0,Peníze
STUD87901,91,1,1,0,Peníze
STUD76591,0,1,0,0,NA
STUD68568,41,1,1,0,Peníze
STUD37065,0,1,0,0,NA
STUD81399,121,1,1,0,Peníze
STUD97787,121,1,1,0,Peníze
STUD96121,121,1,1,0,Peníze
STUD41393,96,1,1,0,Peníze
STUD95137,141,1,1,0,Peníze
STUD46025,0,1,1,0,NA
STUD16305,71,1,1,0,Dětský domov
STUD73904,81,1,1,0,Peníze
STUD76851,121,1,1,0,Peníze
STUD50414,141,1,1,0,Peníze
STUD74897,0,1,0,0,NA
STUD49890,0,1,0,0,NA
STUD71960,0,1,1,0,NA
STUD31383,151,1,1,0,Peníze
STUD93796,111,1,1,0,Peníze
STUD69267,26,1,1,0,Peníze
STUD6506,171,1,1,0,Peníze
STUD74825,121,1,1,0,Peníze
STUD7816,26,1,1,0,Peníze
STUD68444,11,1,1,0,Peníze
STUD69395,0,1,0,0,NA
STUD41907,121,1,1,0,Peníze
STUD23233,121,1,1,0,Peníze
STUD3981,21,1,1,0,NA
STUD44879,121,1,1,0,Peníze
STUD68335,55,1,1,0,Peníze
STUD93471,10,1,1,0,Peníze
STUD39682,131,1,1,0,Peníze
STUD4989,0,1,0,0,NA
STUD2898,121,1,1,0,Peníze
STUD54267,65,1,1,0,Peníze
STUD85840,20,1,0,0,NA
STUD37455,131,1,1,0,Peníze
STUD18008,25,1,1,0,Peníze
STUD46234,121,1,1,0,Peníze
STUD17004,0,1,0,0,NA
STUD7421,141,1,1,0,Peníze
STUD97882,0,1,1,1,Peníze
STUD38061,10,1,1,0,Peníze
STUD14817,121,1,1,0,Peníze
STUD8291,121,1,1,0,Peníze
STUD71505,10,1,1,0,Peníze
STUD19841,121,1,1,0,Peníze
STUD59046,121,1,1,0,Peníze
STUD72520,136,1,1,0,Peníze
STUD49012,141,1,1,0,Peníze
STUD35127,26,1,1,0,Dětský domov
STUD47389,111,1,1,0,Peníze
STUD2059,96,1,1,0,Peníze
STUD66031,26,1,1,0,Peníze
STUD74045,20,1,1,0,NA
STUD27400,20,1,0,0,NA
STUD69126,0,1,0,0,NA
STUD95052,26,1,1,0,Peníze
STUD26051,141,1,1,0,Peníze
STUD29329,0,1,1,1,Peníze
STUD96115,25,1,1,0,Peníze
STUD80925,111,1,1,0,Peníze
STUD57408,141,1,1,0,Peníze
STUD72142,121,1,1,0,Peníze
STUD52178,136,1,1,0,Peníze
STUD41377,20,1,0,0,NA
STUD91300,21,1,1,0,NA
STUD93830,51,1,1,0,Peníze
STUD18923,91,1,1,0,Peníze
STUD15253,131,1,1,0,Peníze
STUD25892,0,1,0,0,NA
STUD39438,141,1,1,0,Peníze
STUD64335,121,1,1,0,Peníze
STUD24781,46,1,1,0,Peníze
STUD39771,0,1,1,0,NA
STUD23373,141,1,1,0,Peníze
STUD65137,31,1,1,0,Peníze
STUD83522,20,1,0,0,NA
STUD92400,20,1,1,0,NA
STUD41795,20,1,1,0,NA
STUD22581,20,1,0,0,NA
STUD84801,20,1,0,0,NA
STUD59033,141,1,1,0,Peníze
STUD48046,141,1,1,0,Peníze
STUD60270,91,1,1,0,Peníze
STUD50891,121,1,1,0,Dětský domov
STUD88949,0,1,0,0,NA
STUD33941,0,1,0,0,NA
STUD49121,121,1,1,0,Peníze
STUD52851,141,1,1,0,Peníze
STUD20396,10,1,1,0,Peníze
STUD42935,121,1,1,0,Peníze
STUD19656,111,1,1,0,Peníze
STUD30107,121,1,1,0,Peníze
STUD6410,0,1,0,0,NA
STUD10349,141,1,1,0,Peníze
STUD6912,121,1,1,0,Peníze
STUD86778,121,1,1,0,Peníze
STUD61954,31,1,1,0,Peníze
STUD57410,121,1,1,0,Peníze
STUD55095,30,1,1,0,Peníze
STUD26036,121,1,1,0,Peníze
STUD35739,41,1,1,0,Peníze
STUD60300,0,1,0,0,NA
STUD70056,10,1,1,0,Peníze
STUD28249,121,1,1,0,Peníze
STUD19208,121,1,1,0,Peníze
STUD99122,0,1,0,0,NA
STUD2974,0,1,0,0,NA
STUD68010,121,1,1,0,Peníze
STUD15997,11,1,1,0,Peníze
STUD66620,0,1,0,0,NA
STUD90343,0,1,1,0,NA
STUD61503,0,1,1,0,NA
STUD41749,131,1,1,0,Peníze
STUD20121,65,1,1,0,Peníze
STUD367,81,1,1,0,Peníze
STUD73272,0,1,0,0,NA
STUD79740,121,1,1,0,Peníze
STUD60939,26,1,1,0,Peníze
STUD80757,121,1,1,0,Peníze
STUD95059,46,1,1,0,Peníze
STUD72152,121,1,1,0,Peníze
STUD28266,0,1,1,1,Peníze
STUD65161,121,1,1,0,Peníze
STUD11008,0,1,0,0,NA
STUD74715,0,1,0,0,NA
STUD75034,26,1,1,0,Peníze
STUD66476,55,1,1,0,Peníze
STUD43695,0,1,1,0,NA
STUD57180,131,1,1,0,Peníze
STUD69788,0,1,1,0,NA
STUD10047,0,1,0,0,NA
STUD94404,11,1,1,0,Peníze
STUD41750,101,1,1,0,Peníze
STUD72861,121,1,1,0,Peníze
STUD37805,30,1,1,0,Peníze
STUD3811,0,1,0,0,NA
STUD24922,121,1,1,0,Peníze
STUD71773,115,1,1,0,Peníze
STUD90613,0,0,1,0,NA
STUD67038,0,1,1,0,NA
STUD15353,51,1,1,0,Peníze
STUD93503,31,1,1,0,Peníze
STUD48517,0,1,1,0,NA
STUD34696,31,1,1,0,Peníze
STUD3392,91,1,1,0,Peníze
STUD23465,121,1,1,0,Peníze
STUD2952,31,1,1,0,Peníze
STUD79625,121,1,1,0,Peníze
STUD22684,0,1,1,0,NA
STUD43375,51,1,1,0,Dětský domov
STUD82857,0,0,1,0,Peníze
STUD14286,0,1,0,0,NA
STUD6293,0,1,0,0,NA
STUD68796,51,1,1,0,Peníze
STUD75240,55,1,1,0,Peníze
STUD57010,10,1,1,0,Peníze
STUD9933,121,1,1,0,Peníze
STUD82116,0,1,0,0,NA
STUD36231,20,1,0,0,NA
STUD41771,20,1,0,0,NA
STUD58798,20,1,1,0,NA
STUD92431,121,1,1,0,Peníze
STUD4556,56,1,1,0,Peníze
STUD39958,0,1,1,0,NA
STUD60442,121,1,1,0,Peníze
STUD28781,101,1,1,0,Peníze
STUD13336,141,1,1,0,Peníze
STUD40583,141,1,1,0,Peníze
STUD4996,10,1,1,0,Peníze
STUD92595,0,1,1,1,Peníze
STUD41035,121,1,1,0,Peníze
STUD36963,10,1,1,0,Peníze
STUD11480,121,1,1,0,Peníze
STUD28382,0,1,1,0,Peníze
STUD34461,121,1,1,0,Peníze
STUD91992,121,1,1,0,Peníze
STUD36667,25,1,1,0,Peníze
STUD54101,20,1,1,0,NA
STUD77054,0,1,0,0,NA
STUD19428,10,1,1,0,Peníze
STUD13677,71,1,1,0,Peníze
STUD87236,10,1,1,0,Peníze
STUD53082,0,1,1,0,NA
STUD55944,36,1,1,0,Peníze
STUD23188,80,1,1,0,Peníze
STUD20087,101,1,1,0,Peníze
STUD74992,111,1,1,0,Peníze
STUD51233,26,1,1,0,Peníze
STUD49908,131,1,1,0,Peníze
STUD47310,111,1,1,0,Peníze
STUD33477,26,1,1,0,Peníze
STUD49819,0,1,0,0,NA
STUD60698,141,1,1,0,Peníze
STUD12523,0,1,0,0,NA
STUD47133,26,1,1,0,Peníze
STUD23207,0,1,0,0,NA
STUD55519,0,1,1,0,NA
STUD50027,0,1,0,0,NA
STUD28319,121,1,1,0,Peníze
STUD80091,0,1,0,0,NA
STUD65945,45,1,1,0,Peníze
STUD32976,56,1,1,0,Peníze
STUD16375,141,1,1,0,Peníze
STUD58431,141,1,1,0,Peníze
STUD83109,0,1,1,1,Peníze
STUD65353,121,1,1,0,Peníze
STUD90979,171,1,1,0,Peníze
STUD60015,0,0,1,0,Peníze
STUD42760,0,1,0,0,NA
STUD23674,0,1,0,0,NA
STUD77892,116,1,1,0,Peníze
STUD90033,0,1,0,0,NA
STUD86644,131,1,1,0,Peníze
STUD37910,0,1,0,0,NA
STUD6941,0,1,0,0,NA
STUD91305,0,1,1,0,NA
STUD92748,0,1,0,0,NA
STUD51582,101,1,1,0,Peníze
STUD98753,141,1,1,0,Peníze
STUD83408,0,1,0,0,NA
STUD87744,11,1,1,0,Peníze
STUD25559,0,1,1,1,Peníze
STUD13998,61,1,1,0,Peníze
STUD30015,0,0,1,0,Peníze
STUD83637,0,1,0,0,NA
STUD22385,61,1,1,0,Peníze
STUD90852,141,1,1,0,Peníze
STUD96563,55,1,1,0,Peníze
STUD66022,26,1,1,0,Peníze
STUD67106,75,1,1,0,Peníze
STUD3995,61,1,1,0,Peníze
STUD53325,121,1,1,0,Peníze
STUD2650,31,1,1,0,Peníze
STUD8627,51,1,1,0,Peníze
STUD85042,0,1,0,0,NA
STUD41147,20,1,0,0,NA
STUD62225,0,1,0,0,NA
STUD14922,121,1,1,0,Peníze
STUD80853,141,1,1,0,Peníze
STUD88104,31,1,1,0,Peníze
STUD30347,31,1,1,0,Peníze
STUD85582,0,0,1,0,Peníze
STUD96107,31,1,1,0,Peníze
STUD24616,31,1,1,0,Peníze
STUD7701,121,1,1,0,Peníze
STUD25394,141,1,1,0,Peníze
STUD93368,81,1,1,0,Peníze
STUD37619,121,1,1,0,Peníze
STUD27585,131,1,1,0,Peníze
STUD94706,51,1,1,0,Peníze
STUD23123,30,1,1,0,Peníze
STUD58185,121,1,1,0,Peníze
STUD28853,11,1,1,0,Peníze
STUD67366,0,1,0,0,NA
STUD91447,121,1,1,0,Peníze
STUD5498,121,1,1,0,Peníze
STUD66078,121,1,1,0,Peníze
STUD12741,106,1,1,0,Peníze
STUD89348,141,1,1,0,Peníze
STUD14313,0,1,0,0,NA
STUD67463,101,1,1,0,Peníze
STUD52574,121,1,1,0,Peníze
STUD72481,0,1,0,0,NA
STUD53654,0,1,0,0,NA
STUD34382,26,1,1,0,Peníze
STUD47646,0,1,0,0,NA
STUD70897,121,1,1,0,Peníze
STUD17979,0,0,1,0,NA
STUD88806,20,1,1,1,Peníze
STUD74380,111,1,1,0,Peníze
STUD84768,20,1,0,0,NA
STUD81059,141,1,1,0,Trendaro
STUD36972,31,1,1,0,Peníze
STUD6026,111,1,1,0,Peníze
STUD2417,0,1,0,0,NA
STUD97089,121,1,1,0,Peníze
STUD49514,91,1,1,0,Peníze
STUD31244,30,1,1,0,Peníze
STUD5360,46,1,1,0,Peníze
STUD71053,141,1,1,0,Útulek pro psy
STUD16485,20,1,0,0,NA
STUD27632,121,1,1,0,Peníze
STUD42785,61,1,1,0,Peníze
STUD74028,121,1,1,0,Peníze
STUD34875,31,1,1,0,Peníze
STUD25655,46,1,1,0,Peníze
STUD48543,0,1,1,0,NA
STUD27792,0,1,1,0,NA
STUD77148,141,1,1,0,Peníze
STUD26703,121,1,1,0,Peníze
STUD21256,121,1,1,0,Peníze
STUD89555,26,1,1,0,Peníze
STUD45551,141,1,1,0,Peníze
STUD34928,0,0,1,0,Peníze
STUD29740,46,1,1,0,Peníze
